country,year,sex,age_group,suicide_rates
Bulgaria,2019,Female,All Ages,4.44
Cape Verde,2019,Female,30-49 years,4.45
Cyprus,2019,Both sexes,30-49 years,4.45
Mongolia,2019,Female,75-84 years,4.45
Tunisia,2019,Both sexes,35-44 years,4.45
Liberia,2019,Both sexes,All Ages,4.45
Cape Verde,2019,Female,All Ages,4.45
Niger,2019,Male,15-24 years,4.46
Panama,2019,Male,15-24 years,4.46
Romania,2019,Both sexes,15-19 years,4.46
Denmark,2019,Female,35-44 years,4.47
Equatorial Guinea,2019,Male,15-19 years,4.47
Timor-Leste,2019,Both sexes,15-19 years,4.47
Ukraine,2019,Female,25-34 years,4.47
Afghanistan,2019,Male,15-19 years,4.48
Armenia,2019,Both sexes,45-54 years,4.48
Iraq,2019,Both sexes,15-29  years,4.48
Laos,2019,Female,25-34 years,4.48
Yemen,2019,Female,75-84 years,4.48
Libya,2019,Both sexes,All Ages,4.48
Brazil,2019,Female,65-74 years,4.49
Bulgaria,2019,Female,55-64 years,4.49
Lebanon,2019,Male,45-54 years,4.49
Liberia,2019,Both sexes,25-34 years,4.49
Nicaragua,2019,Both sexes,30-49 years,4.49
Nigeria,2019,Female,45-54 years,4.49
North Macedonia,2019,Both sexes,15-29  years,4.49
North Macedonia,2019,Female,45-54 years,4.49
Uzbekistan,2019,Female,30-49 years,4.49
Chile,2019,Female,35-44 years,4.5
North Korea,2019,Female,15-29  years,4.5
Niger,2019,Both sexes,25-34 years,4.5
Timor-Leste,2019,Both sexes,35-44 years,4.5
Burkina Faso,2019,Female,30-49 years,4.51
Estonia,2019,Female,35-44 years,4.51
North Macedonia,2019,Male,15-19 years,4.51
Bosnia and Herzegovina,2019,Female,All Ages,4.51
Dominican Republic,2019,Both sexes,15-29  years,4.52
Sao Tome and Principe,2019,Male,45-54 years,4.52
Benin,2019,Both sexes,15-19 years,4.53
Cameroon,2019,Female,25-34 years,4.53
Ecuador,2019,Female,25-34 years,4.53
Malta,2019,Female,15-19 years,4.53
Papua New Guinea,2019,Male,15-29  years,4.53
Germany,2019,Female,30-49 years,4.54
Mongolia,2019,Female,55-64 years,4.54
Solomon Islands,2019,Female,65-74 years,4.54
Viet Nam,2019,Male,15-19 years,4.54
Albania,2019,Male,15-29  years,4.55
Czechia,2019,Female,30-49 years,4.55
Equatorial Guinea,2019,Both sexes,15-24 years,4.55
Honduras,2019,Both sexes,55-64 years,4.55
Indonesia,2019,Male,35-44 years,4.55
Jamaica,2019,Male,25-34 years,4.55
Jordan,2019,Male,55-64 years,4.55
Lebanon,2019,Male,35-44 years,4.55
Trinidad and Tobago,2019,Female,30-49 years,4.56
Uganda,2019,Both sexes,25-34 years,4.56
Albania,2019,Male,15-24 years,4.57
Chile,2019,Female,45-54 years,4.57
Greece,2019,Both sexes,35-44 years,4.57
Oman,2019,Both sexes,35-44 years,4.57
Botswana,2019,Female,25-34 years,4.58
Philippines,2019,Male,25-34 years,4.58
Venezuela,2019,Male,25-34 years,4.58
Algeria,2019,Male,15-29  years,4.59
Côte d’Ivoire,2019,Both sexes,15-24 years,4.59
Uganda,2019,Both sexes,All Ages,4.59
Algeria,2019,Male,30-49 years,4.6
Eswatini,2019,Female,15-24 years,4.6
Malawi,2019,Both sexes,15-29  years,4.6
Mongolia,2019,Female,65-74 years,4.6
Venezuela,2019,Male,55-64 years,4.6
Yemen,2019,Female,55-64 years,4.6
Bhutan,2019,Both sexes,All Ages,4.6
Bhutan,2019,Female,45-54 years,4.61
Cuba,2019,Female,30-49 years,4.61
El Salvador,2019,Both sexes,55-64 years,4.61
Uzbekistan,2019,Female,35-44 years,4.61
Colombia,2019,Both sexes,25-34 years,4.62
Morocco,2019,Female,15-19 years,4.62
Seychelles,2019,Female,85+ years,4.62
Somalia,2019,Both sexes,15-19 years,4.62
Chile,2019,Female,30-49 years,4.63
Denmark,2019,Female,30-49 years,4.63
Indonesia,2019,Male,30-49 years,4.63
Lebanon,2019,Male,30-49 years,4.63
Mauritania,2019,Male,25-34 years,4.63
Afghanistan,2019,Male,All Ages,4.63
Gambia,2019,Both sexes,25-34 years,4.64
Peru,2019,Both sexes,75-84 years,4.64
Solomon Islands,2019,Female,85+ years,4.64
Yemen,2019,Female,All Ages,4.64
Canada,2019,Female,65-74 years,4.65
Laos,2019,Female,15-19 years,4.65
Nicaragua,2019,Both sexes,25-34 years,4.65
Philippines,2019,Male,30-49 years,4.65
Qatar,2019,Both sexes,65-74 years,4.65
Slovakia,2019,Female,65-74 years,4.65
Viet Nam,2019,Female,45-54 years,4.65
Yemen,2019,Female,65-74 years,4.65
Zambia,2019,Both sexes,15-24 years,4.65
Tunisia,2019,Male,All Ages,4.65
Djibouti,2019,Male,15-24 years,4.66
Malaysia,2019,Both sexes,15-29  years,4.66
Maldives,2019,Male,15-29  years,4.66
Romania,2019,Both sexes,15-24 years,4.66
Turkmenistan,2019,Female,15-29  years,4.66
Viet Nam,2019,Female,All Ages,4.66
Albania,2019,Both sexes,15-24 years,4.67
Liberia,2019,Male,15-29  years,4.67
Mauritius,2019,Both sexes,15-19 years,4.67
Eswatini,2019,Female,All Ages,4.68
Comoros,2019,Male,15-24 years,4.69
Maldives,2019,Male,25-34 years,4.69
Germany,2019,Both sexes,15-19 years,4.7
Greece,2019,Male,25-34 years,4.7
Guinea,2019,Both sexes,15-24 years,4.7
Papua New Guinea,2019,Both sexes,45-54 years,4.7
Afghanistan,2019,Both sexes,15-24 years,4.71
Albania,2019,Both sexes,55-64 years,4.71
Tajikistan,2019,Female,15-24 years,4.71
Morocco,2019,Female,All Ages,4.71
Libya,2019,Female,30-49 years,4.72
Malaysia,2019,Female,55-64 years,4.72
South Sudan,2019,Both sexes,30-49 years,4.72
Spain,2019,Male,15-29  years,4.72
Timor-Leste,2019,Both sexes,30-49 years,4.72
Bulgaria,2019,Both sexes,15-29  years,4.73
Eswatini,2019,Female,15-19 years,4.73
Kyrgyzstan,2019,Female,35-44 years,4.73
Malta,2019,Both sexes,15-29  years,4.73
Serbia,2019,Female,35-44 years,4.73
Syria,2019,Male,30-49 years,4.73
Tunisia,2019,Both sexes,65-74 years,4.73
USA,2019,Female,15-19 years,4.73
Comoros,2019,Both sexes,15-29  years,4.74
Mauritius,2019,Both sexes,55-64 years,4.74
Spain,2019,Female,85+ years,4.74
Syria,2019,Male,45-54 years,4.74
Panama,2019,Male,All Ages,4.74
Czechia,2019,Female,85+ years,4.75
Malaysia,2019,Male,15-19 years,4.75
Romania,2019,Female,55-64 years,4.75
Serbia,2019,Female,30-49 years,4.75
Sudan,2019,Male,15-19 years,4.75
Tunisia,2019,Male,15-24 years,4.75
Algeria,2019,Male,35-44 years,4.76
Cuba,2019,Both sexes,15-24 years,4.76
Madagascar,2019,Both sexes,25-34 years,4.76
Solomon Islands,2019,Female,55-64 years,4.76
Bahrain,2019,Both sexes,15-19 years,4.77
Chad,2019,Male,15-19 years,4.77
North Korea,2019,Both sexes,15-19 years,4.77
Bahamas,2019,Both sexes,30-49 years,4.78
Bahamas,2019,Both sexes,65-74 years,4.78
China,2019,Both sexes,15-29  years,4.78
Lebanon,2019,Male,15-24 years,4.78
Slovakia,2019,Female,75-84 years,4.78
UK,2019,Male,15-19 years,4.78
Albania,2019,Female,15-24 years,4.79
Tonga,2019,Both sexes,30-49 years,4.79
Bolivia,2019,Female,25-34 years,4.8
El Salvador,2019,Female,15-19 years,4.8
Indonesia,2019,Male,25-34 years,4.8
Kuwait,2019,Both sexes,75-84 years,4.8
Netherlands,2019,Female,15-29  years,4.8
Pakistan,2019,Female,65-74 years,4.8
Panama,2019,Both sexes,65-74 years,4.8
South Sudan,2019,Both sexes,35-44 years,4.8
Tajikistan,2019,Female,25-34 years,4.8
Tunisia,2019,Male,45-54 years,4.8
Gambia,2019,Both sexes,All Ages,4.8
Bangladesh,2019,Male,15-19 years,4.81
Israel,2019,Male,15-24 years,4.81
Kenya,2019,Male,15-24 years,4.81
Nepal,2019,Female,45-54 years,4.81
Philippines,2019,Both sexes,65-74 years,4.81
Romania,2019,Female,65-74 years,4.81
Syria,2019,Male,35-44 years,4.81
Uzbekistan,2019,Female,All Ages,4.81
Burundi,2019,Both sexes,15-29  years,4.82
Paraguay,2019,Female,15-29  years,4.82
Poland,2019,Female,55-64 years,4.82
Sudan,2019,Female,30-49 years,4.82
Tanzania,2019,Both sexes,25-34 years,4.82
Ireland,2019,Female,35-44 years,4.83
Sudan,2019,Female,35-44 years,4.83
USA,2019,Female,85+ years,4.83
Zambia,2019,Female,35-44 years,4.83
Armenia,2019,Male,30-49 years,4.84
Brunei,2019,Male,15-29  years,4.84
Gabon,2019,Male,15-19 years,4.84
Libya,2019,Both sexes,15-29  years,4.84
Saint Lucia,2019,Both sexes,15-24 years,4.84
Syria,2019,Male,25-34 years,4.84
North Macedonia,2019,Female,All Ages,4.84
Czechia,2019,Female,All Ages,4.84
Armenia,2019,Both sexes,55-64 years,4.85
Bhutan,2019,Male,15-29  years,4.85
Cyprus,2019,Male,65-74 years,4.85
Indonesia,2019,Male,45-54 years,4.85
Italy,2019,Male,15-29  years,4.85
Maldives,2019,Male,15-19 years,4.85
Cambodia,2019,Both sexes,All Ages,4.85
Oman,2019,Both sexes,All Ages,4.85
Myanmar,2019,Male,All Ages,4.85
Belgium,2019,Both sexes,15-19 years,4.86
Italy,2019,Female,65-74 years,4.86
Burundi,2019,Male,15-19 years,4.87
Kuwait,2019,Male,25-34 years,4.87
Spain,2019,Both sexes,25-34 years,4.87
Cameroon,2019,Both sexes,15-24 years,4.88
Cyprus,2019,Both sexes,35-44 years,4.88
Niger,2019,Male,15-29  years,4.88
Peru,2019,Male,15-29  years,4.88
Albania,2019,Both sexes,35-44 years,4.89
Azerbaijan,2019,Both sexes,25-34 years,4.89
Guinea-Bissau,2019,Both sexes,15-24 years,4.89
UAE,2019,Female,30-49 years,4.89
Ethiopia,2019,Male,15-29  years,4.9
Lebanon,2019,Female,85+ years,4.9
Bhutan,2019,Both sexes,30-49 years,4.91
Bhutan,2019,Both sexes,35-44 years,4.91
Djibouti,2019,Both sexes,15-29  years,4.91
Egypt,2019,Male,15-24 years,4.91
Iran,2019,Both sexes,65-74 years,4.91
Guinea,2019,Female,All Ages,4.91
Bangladesh,2019,Both sexes,55-64 years,4.92
Costa Rica,2019,Both sexes,75-84 years,4.92
Laos,2019,Female,15-29  years,4.92
Madagascar,2019,Male,15-24 years,4.92
Namibia,2019,Female,30-49 years,4.92
Bulgaria,2019,Female,45-54 years,4.93
Moldova,2019,Female,45-54 years,4.93
Sudan,2019,Male,All Ages,4.93
Dominican Republic,2019,Both sexes,All Ages,4.93
Costa Rica,2019,Both sexes,65-74 years,4.94
Kyrgyzstan,2019,Female,15-29  years,4.94
Tajikistan,2019,Female,15-29  years,4.94
UK,2019,Both sexes,15-24 years,4.94
Bahamas,2019,Both sexes,35-44 years,4.95
Luxembourg,2019,Female,85+ years,4.95
Malta,2019,Female,35-44 years,4.95
Tonga,2019,Both sexes,35-44 years,4.95
Philippines,2019,Male,55-64 years,4.96
Trinidad and Tobago,2019,Female,15-19 years,4.96
Georgia,2019,Female,65-74 years,4.97
Panama,2019,Male,15-29  years,4.98
Timor-Leste,2019,Both sexes,25-34 years,4.98
Turkey,2019,Male,30-49 years,4.98
Netherlands,2019,Both sexes,15-19 years,4.99
Syria,2019,Male,55-64 years,4.99
Mali,2019,Both sexes,75-84 years,40.03
Saint Lucia,2019,Male,75-84 years,40.03
Croatia,2019,Male,65-74 years,40.14
Gambia,2019,Both sexes,65-74 years,40.15
Samoa,2019,Both sexes,85+ years,40.15
South Korea,2019,Male,All Ages,40.23
Chile,2019,Male,85+ years,40.26
Guyana,2019,Both sexes,All Ages,40.28
Lesotho,2019,Female,55-64 years,40.34
Somalia,2019,Male,45-54 years,40.35
Guyana,2019,Both sexes,15-19 years,40.37
Mongolia,2019,Male,15-29  years,40.38
Togo,2019,Male,45-54 years,40.46
Botswana,2019,Both sexes,65-74 years,40.49
Micronesia,2019,Male,75-84 years,40.56
Russia,2019,Both sexes,35-44 years,40.67
Ghana,2019,Both sexes,65-74 years,40.74
Suriname,2019,Male,35-44 years,40.74
Micronesia,2019,Both sexes,35-44 years,40.78
Sri Lanka,2019,Male,55-64 years,40.83
Zambia,2019,Male,85+ years,403
Congo,2019,Male,85+ years,405.1
Mongolia,2019,Male,45-54 years,41.1
Cape Verde,2019,Both sexes,65-74 years,41.2
Comoros,2019,Both sexes,75-84 years,41.32
North Korea,2019,Male,75-84 years,41.36
Montenegro,2019,Male,45-54 years,41.38
Romania,2019,Male,85+ years,41.54
Czechia,2019,Male,75-84 years,41.56
Senegal,2019,Male,55-64 years,41.67
Nigeria,2019,Male,65-74 years,41.78
Guinea,2019,Both sexes,65-74 years,41.86
Liberia,2019,Both sexes,75-84 years,41.86
Kiribati,2019,Both sexes,30-49 years,41.87
South Sudan,2019,Male,65-74 years,41.94
Gabon,2019,Male,85+ years,416
Malawi,2019,Male,85+ years,419.8
Georgia,2019,Male,75-84 years,42.03
Kazakhstan,2019,Male,55-64 years,42.24
Ukraine,2019,Male,25-34 years,42.3
Burundi,2019,Both sexes,65-74 years,42.37
Uruguay,2019,Male,25-34 years,42.44
Cameroon,2019,Male,45-54 years,42.5
Eritrea,2019,Both sexes,55-64 years,42.5
Uganda,2019,Both sexes,65-74 years,42.54
Cuba,2019,Both sexes,75-84 years,42.57
Belize,2019,Male,85+ years,42.59
Benin,2019,Both sexes,65-74 years,42.61
Latvia,2019,Male,30-49 years,42.74
North Macedonia,2019,Male,75-84 years,42.83
Pakistan,2019,Male,85+ years,42.89
Belarus,2019,Male,30-49 years,42.92
Latvia,2019,Male,65-74 years,42.95
Malawi,2019,Both sexes,65-74 years,42.95
Belgium,2019,Male,75-84 years,42.98
Moldova,2019,Male,85+ years,42.98
Latvia,2019,Male,35-44 years,43.01
Kiribati,2019,Male,55-64 years,43.07
Botswana,2019,Female,85+ years,43.15
Congo,2019,Male,55-64 years,43.18
Micronesia,2019,Male,All Ages,43.19
Botswana,2019,Both sexes,45-54 years,43.33
Eswatini,2019,Male,15-29  years,43.33
Sri Lanka,2019,Both sexes,85+ years,43.44
Slovenia,2019,Male,55-64 years,43.45
Belarus,2019,Male,35-44 years,43.47
Sweden,2019,Male,85+ years,43.55
Kiribati,2019,Male,65-74 years,43.62
Mozambique,2019,Male,35-44 years,43.63
Russia,2019,Male,All Ages,43.63
Bahrain,2019,Male,85+ years,43.69
Cape Verde,2019,Female,85+ years,43.71
Equatorial Guinea,2019,Male,55-64 years,43.72
Chad,2019,Male,55-64 years,43.78
Benin,2019,Male,55-64 years,43.8
Mozambique,2019,Male,30-49 years,43.87
Cuba,2019,Male,65-74 years,43.94
Laos,2019,Male,85+ years,44.02
Germany,2019,Male,75-84 years,44.05
Lesotho,2019,Both sexes,15-29  years,44.06
Kiribati,2019,Both sexes,35-44 years,44.11
Lithuania,2019,Male,25-34 years,44.19
Bulgaria,2019,Male,75-84 years,44.21
Lesotho,2019,Male,15-19 years,44.23
Congo,2019,Both sexes,65-74 years,44.33
Solomon Islands,2019,Male,15-24 years,44.4
Burundi,2019,Male,55-64 years,44.65
Slovakia,2019,Male,75-84 years,44.69
Kiribati,2019,Male,45-54 years,44.8
USA,2019,Male,85+ years,44.99
Burkina Faso,2019,Male,85+ years,444.7
Eritrea,2019,Male,45-54 years,45.12
Maldives,2019,Male,85+ years,45.12
Zambia,2019,Both sexes,65-74 years,45.14
Senegal,2019,Both sexes,65-74 years,45.19
Argentina,2019,Male,85+ years,45.21
Estonia,2019,Male,55-64 years,45.22
Moldova,2019,Male,45-54 years,45.25
Micronesia,2019,Both sexes,15-24 years,45.32
Ghana,2019,Male,55-64 years,45.33
France,2019,Male,75-84 years,45.38
Lithuania,2019,Male,All Ages,45.41
Guinea-Bissau,2019,Both sexes,65-74 years,45.58
Guyana,2019,Female,15-19 years,45.71
Montenegro,2019,Female,85+ years,45.78
Suriname,2019,Male,45-54 years,45.81
Uganda,2019,Male,55-64 years,45.84
Russia,2019,Male,25-34 years,45.86
North Korea,2019,Female,85+ years,45.94
Zimbabwe,2019,Male,85+ years,450.8
Uruguay,2019,Male,55-64 years,46.07
Bosnia and Herzegovina,2019,Male,75-84 years,46.1
Suriname,2019,Both sexes,25-34 years,46.16
Eswatini,2019,Female,85+ years,46.25
Malaysia,2019,Male,85+ years,46.34
Zambia,2019,Male,45-54 years,46.77
South Sudan,2019,Both sexes,75-84 years,46.81
Iraq,2019,Male,85+ years,46.85
Vanuatu,2019,Male,15-24 years,46.96
Equatorial Guinea,2019,Both sexes,65-74 years,47.07
Hungary,2019,Male,55-64 years,47.22
Suriname,2019,Both sexes,65-74 years,47.26
South Africa,2019,Both sexes,25-34 years,47.27
Vanuatu,2019,Male,30-49 years,47.28
Angola,2019,Both sexes,65-74 years,47.41
Rwanda,2019,Female,85+ years,47.58
Hungary,2019,Both sexes,85+ years,47.76
Kazakhstan,2019,Male,65-74 years,47.77
Botswana,2019,Male,30-49 years,47.79
Malawi,2019,Male,55-64 years,47.8
South Africa,2019,Both sexes,35-44 years,47.86
South Africa,2019,Both sexes,30-49 years,47.89
Vanuatu,2019,Male,35-44 years,47.94
Estonia,2019,Male,65-74 years,47.95
China,2019,Male,75-84 years,47.98
Guyana,2019,Both sexes,55-64 years,47.99
Kazakhstan,2019,Male,45-54 years,48.02
South Korea,2019,Female,85+ years,48.04
Guyana,2019,Both sexes,75-84 years,48.1
Cape Verde,2019,Male,45-54 years,48.12
DRC,2019,Both sexes,65-74 years,48.19
Portugal,2019,Male,75-84 years,48.23
Ukraine,2019,Male,55-64 years,48.23
Kazakhstan,2019,Male,30-49 years,48.27
Lesotho,2019,Female,25-34 years,48.32
Zimbabwe,2019,Both sexes,45-54 years,48.36
Madagascar,2019,Both sexes,75-84 years,48.38
Kiribati,2019,Male,All Ages,48.6
Guinea-Bissau,2019,Male,55-64 years,48.65
Solomon Islands,2019,Male,30-49 years,48.66
Solomon Islands,2019,Male,15-29  years,48.74
Lesotho,2019,Male,15-24 years,48.8
Kiribati,2019,Male,75-84 years,49.09
Micronesia,2019,Both sexes,15-29  years,49.26
Botswana,2019,Both sexes,75-84 years,49.31
Madagascar,2019,Male,65-74 years,49.41
Mozambique,2019,Both sexes,55-64 years,49.43
Luxembourg,2019,Male,85+ years,49.58
Nigeria,2019,Both sexes,75-84 years,49.62
Tajikistan,2019,Both sexes,15-24 years,5
Tunisia,2019,Both sexes,25-34 years,5
Brunei,2019,Both sexes,30-49 years,5.01
Dominican Republic,2019,Female,75-84 years,5.01
Paraguay,2019,Female,65-74 years,5.01
Hungary,2019,Male,15-19 years,5.02
Nigeria,2019,Male,All Ages,5.02
Belarus,2019,Female,25-34 years,5.03
Panama,2019,Male,35-44 years,5.03
Somalia,2019,Female,35-44 years,5.03
Tonga,2019,Male,All Ages,5.03
Burkina Faso,2019,Both sexes,15-24 years,5.04
Turkey,2019,Male,55-64 years,5.05
Sierra Leone,2019,Female,All Ages,5.05
Iran,2019,Both sexes,55-64 years,5.06
Libya,2019,Female,35-44 years,5.06
Tonga,2019,Both sexes,15-19 years,5.07
Cyprus,2019,Both sexes,75-84 years,5.08
Malawi,2019,Male,15-19 years,5.08
Tonga,2019,Female,55-64 years,5.08
Chile,2019,Both sexes,15-19 years,5.09
Japan,2019,Female,15-19 years,5.09
Maldives,2019,Male,55-64 years,5.09
Nicaragua,2019,Both sexes,45-54 years,5.09
Greece,2019,Both sexes,All Ages,5.09
Eritrea,2019,Both sexes,15-24 years,5.1
Iran,2019,Female,15-19 years,5.1
Bangladesh,2019,Female,85+ years,5.11
Egypt,2019,Male,15-29  years,5.11
Honduras,2019,Female,85+ years,5.11
Mauritius,2019,Female,15-24 years,5.11
Rwanda,2019,Male,15-24 years,5.11
Bahrain,2019,Female,25-34 years,5.12
Bulgaria,2019,Male,15-24 years,5.12
Ireland,2019,Male,15-19 years,5.12
Libya,2019,Male,15-24 years,5.12
Luxembourg,2019,Both sexes,15-19 years,5.12
Romania,2019,Both sexes,15-29  years,5.12
Tanzania,2019,Male,15-24 years,5.13
Laos,2019,Female,15-24 years,5.14
Mexico,2019,Both sexes,55-64 years,5.14
Canada,2019,Female,85+ years,5.15
Guinea,2019,Female,25-34 years,5.15
Jamaica,2019,Both sexes,75-84 years,5.15
Lebanon,2019,Male,15-29  years,5.15
Qatar,2019,Male,65-74 years,5.15
Bahamas,2019,Male,15-24 years,5.16
Luxembourg,2019,Female,15-29  years,5.16
Malta,2019,Male,15-24 years,5.16
Morocco,2019,Female,75-84 years,5.16
Sierra Leone,2019,Male,15-29  years,5.16
Brunei,2019,Both sexes,35-44 years,5.17
Denmark,2019,Both sexes,15-29  years,5.17
Grenada,2019,Both sexes,65-74 years,5.17
Oman,2019,Both sexes,30-49 years,5.17
Rwanda,2019,Both sexes,25-34 years,5.17
Sierra Leone,2019,Female,25-34 years,5.17
Syria,2019,Male,65-74 years,5.17
Bolivia,2019,Female,45-54 years,5.18
Azerbaijan,2019,Both sexes,30-49 years,5.19
Peru,2019,Male,45-54 years,5.19
Central African Republic,2019,Female,All Ages,5.19
Brazil,2019,Female,75-84 years,5.2
Bosnia and Herzegovina,2019,Female,45-54 years,5.21
Laos,2019,Female,65-74 years,5.22
Lebanon,2019,Both sexes,75-84 years,5.22
Panama,2019,Male,30-49 years,5.22
Eritrea,2019,Female,All Ages,5.22
Algeria,2019,Male,25-34 years,5.23
France,2019,Both sexes,15-29  years,5.23
Zambia,2019,Both sexes,15-29  years,5.23
Iraq,2019,Male,All Ages,5.23
Iran,2019,Both sexes,All Ages,5.23
Ghana,2019,Both sexes,25-34 years,5.24
Papua New Guinea,2019,Both sexes,30-49 years,5.24
South Sudan,2019,Male,25-34 years,5.24
Albania,2019,Male,65-74 years,5.25
Azerbaijan,2019,Both sexes,45-54 years,5.25
Bangladesh,2019,Both sexes,45-54 years,5.25
Denmark,2019,Male,15-24 years,5.25
Luxembourg,2019,Both sexes,15-24 years,5.25
Poland,2019,Both sexes,15-19 years,5.26
Mali,2019,Male,All Ages,5.26
Niger,2019,Both sexes,All Ages,5.26
Belize,2019,Male,15-19 years,5.27
Oman,2019,Both sexes,65-74 years,5.27
Turkey,2019,Male,35-44 years,5.27
Kuwait,2019,Male,55-64 years,5.28
Kyrgyzstan,2019,Female,65-74 years,5.28
Iran,2019,Both sexes,45-54 years,5.29
Ireland,2019,Female,55-64 years,5.29
Mauritania,2019,Male,30-49 years,5.29
Spain,2019,Female,45-54 years,5.29
Tajikistan,2019,Male,15-24 years,5.29
Timor-Leste,2019,Both sexes,15-29  years,5.29
Ireland,2019,Both sexes,75-84 years,5.3
Paraguay,2019,Female,15-24 years,5.3
Qatar,2019,Both sexes,45-54 years,5.3
Sri Lanka,2019,Female,45-54 years,5.3
Sudan,2019,Both sexes,15-24 years,5.3
Togo,2019,Both sexes,15-24 years,5.31
Mexico,2019,Both sexes,All Ages,5.31
Bahrain,2019,Both sexes,65-74 years,5.32
Lebanon,2019,Male,55-64 years,5.32
Israel,2019,Both sexes,All Ages,5.32
Greece,2019,Both sexes,30-49 years,5.33
Iran,2019,Female,15-29  years,5.33
Nigeria,2019,Male,25-34 years,5.33
Norway,2019,Male,15-19 years,5.33
Timor-Leste,2019,Male,All Ages,5.33
Libya,2019,Both sexes,55-64 years,5.34
Sri Lanka,2019,Female,55-64 years,5.34
Timor-Leste,2019,Both sexes,45-54 years,5.34
Somalia,2019,Both sexes,15-24 years,5.35
Timor-Leste,2019,Both sexes,15-24 years,5.35
Belize,2019,Both sexes,15-24 years,5.36
Cameroon,2019,Male,15-19 years,5.36
Côte d’Ivoire,2019,Both sexes,15-29  years,5.36
Indonesia,2019,Both sexes,65-74 years,5.36
Mauritania,2019,Male,35-44 years,5.36
UK,2019,Female,35-44 years,5.36
Viet Nam,2019,Both sexes,15-24 years,5.36
Gabon,2019,Both sexes,15-29  years,5.37
Gambia,2019,Male,15-24 years,5.37
Sudan,2019,Female,25-34 years,5.37
Armenia,2019,Female,85+ years,5.38
Equatorial Guinea,2019,Female,15-29  years,5.38
Kenya,2019,Both sexes,25-34 years,5.38
UK,2019,Female,30-49 years,5.38
Comoros,2019,Both sexes,All Ages,5.38
Ethiopia,2019,Both sexes,All Ages,5.38
Trinidad and Tobago,2019,Female,25-34 years,5.39
Turkey,2019,Male,45-54 years,5.39
Zambia,2019,Male,15-19 years,5.39
Mongolia,2019,Female,All Ages,5.39
Iraq,2019,Both sexes,25-34 years,5.4
Montenegro,2019,Both sexes,15-19 years,5.4
Afghanistan,2019,Both sexes,15-29  years,5.41
Bahrain,2019,Both sexes,55-64 years,5.41
Norway,2019,Both sexes,15-19 years,5.41
Saint Lucia,2019,Both sexes,15-29  years,5.41
Malawi,2019,Both sexes,All Ages,5.41
Azerbaijan,2019,Both sexes,35-44 years,5.42
DRC,2019,Both sexes,25-34 years,5.42
Guinea,2019,Male,15-19 years,5.42
Bosnia and Herzegovina,2019,Both sexes,15-19 years,5.43
Colombia,2019,Both sexes,15-29  years,5.43
Congo,2019,Male,15-24 years,5.43
Cuba,2019,Male,15-19 years,5.43
Morocco,2019,Female,15-24 years,5.43
Laos,2019,Both sexes,All Ages,5.43
Tajikistan,2019,Both sexes,15-29  years,5.44
Benin,2019,Both sexes,15-24 years,5.45
Bosnia and Herzegovina,2019,Female,55-64 years,5.45
Mauritius,2019,Both sexes,75-84 years,5.45
Thailand,2019,Female,65-74 years,5.45
Iran,2019,Female,15-24 years,5.46
Myanmar,2019,Both sexes,65-74 years,5.46
Malta,2019,Both sexes,75-84 years,5.47
Philippines,2019,Female,75-84 years,5.47
Madagascar,2019,Both sexes,All Ages,5.47
Guinea,2019,Both sexes,15-29  years,5.49
Singapore,2019,Female,45-54 years,5.49
Togo,2019,Female,30-49 years,5.49
Uzbekistan,2019,Female,25-34 years,5.49
Guatemala,2019,Female,15-29  years,5.5
Guinea-Bissau,2019,Both sexes,15-29  years,5.5
Kenya,2019,Male,15-29  years,5.5
Norway,2019,Female,15-19 years,5.5
UK,2019,Female,55-64 years,5.5
Colombia,2019,Both sexes,15-19 years,5.51
Madagascar,2019,Male,15-29  years,5.51
Morocco,2019,Female,55-64 years,5.51
Panama,2019,Male,25-34 years,5.51
Iraq,2019,Male,15-24 years,5.52
Tonga,2019,Both sexes,25-34 years,5.52
Turkmenistan,2019,Female,15-24 years,5.53
Lebanon,2019,Male,25-34 years,5.54
Cambodia,2019,Both sexes,15-24 years,5.55
Cuba,2019,Both sexes,15-29  years,5.55
Egypt,2019,Both sexes,55-64 years,5.55
Guinea-Bissau,2019,Female,30-49 years,5.55
Kuwait,2019,Male,65-74 years,5.55
Libya,2019,Both sexes,65-74 years,5.55
Tonga,2019,Female,65-74 years,5.55
Uganda,2019,Male,15-24 years,5.55
Morocco,2019,Female,65-74 years,5.56
North Korea,2019,Female,25-34 years,5.57
Rwanda,2019,Both sexes,All Ages,5.57
Bahamas,2019,Both sexes,25-34 years,5.58
Bangladesh,2019,Male,15-24 years,5.58
China,2019,Male,15-24 years,5.58
DRC,2019,Male,15-24 years,5.58
Armenia,2019,Male,All Ages,5.58
Cyprus,2019,Both sexes,55-64 years,5.59
Jamaica,2019,Male,30-49 years,5.59
Saudi Arabia,2019,Both sexes,75-84 years,5.59
Switzerland,2019,Both sexes,15-19 years,5.59
Togo,2019,Female,35-44 years,5.59
Liberia,2019,Male,All Ages,5.59
Chad,2019,Both sexes,25-34 years,5.6
Czechia,2019,Female,75-84 years,5.6
Bolivia,2019,Female,55-64 years,5.61
Egypt,2019,Both sexes,75-84 years,5.61
Jordan,2019,Both sexes,75-84 years,5.61
Equatorial Guinea,2019,Male,15-24 years,5.62
Ireland,2019,Female,30-49 years,5.62
